nourishment,assistance,emergency
"[[ 5.11476731e+02  4.74450964e+01  7.45356333e+00 ... -2.60284014e+01
  -2.33786700e+01  3.08647077e-01]
 [ 6.13257091e+02  3.83374236e+01 -8.29758873e+00 ... -3.07051252e+01
  -1.11692842e+01  1.09188010e+01]
 [ 6.18612126e+02  5.45926264e+01 -6.38971129e+00 ... -1.64358565e+01
  -6.70692562e+00  6.54869382e+00]
 ...
 [ 4.06328781e+02 -6.38952457e+00  3.55503238e+01 ...  6.19475152e+00
  -2.05768967e+00 -5.78111197e+00]
 [ 4.14813423e+02  1.53214818e+01  5.69746887e+01 ... -1.44424351e+01
  -7.20602398e+00 -2.37427611e+00]
 [ 4.39978719e+02  4.49849268e+01  6.88059220e+01 ... -2.59600704e+01
  -5.59129060e+00 -5.39724329e+00]]","[[ 4.84055728e+02 -1.92842138e+01 -3.52218621e+00 ...  1.23588028e+01
   7.85052382e+00 -1.37158133e+01]
 [ 4.86814630e+02 -2.12586907e+00  7.71267926e-01 ...  1.97742593e+01
  -1.89645758e-01 -4.58308405e+00]
 [ 4.90585743e+02  4.19368751e-01  3.82114700e+00 ...  9.59349335e+00
   5.03326733e-01 -1.07258408e+01]
 ...
 [ 4.08413827e+02 -3.24041688e-01  3.73676494e+01 ...  7.04367858e+00
  -1.89806106e+00 -7.09673978e+00]
 [ 4.11067319e+02  2.39394998e+00  3.71193599e+01 ...  2.14626042e+00
   2.68392015e+00 -2.83183335e+00]
 [ 4.14137667e+02  8.66565423e+00  3.58137109e+01 ... -6.91801066e+00
  -2.69082100e+00 -1.21549367e+01]]","[[ 4.41053949e+02 -1.62606870e+01  1.89308810e+00 ... -2.75503817e+00
   8.25482649e-01  6.76733489e+00]
 [ 4.35259140e+02 -4.16903718e+00  3.01663831e+01 ... -4.54658259e+00
  -3.43190901e+00  2.02012063e+00]
 [ 4.65483085e+02 -1.11700996e+01  1.23655026e+01 ...  6.12553963e+00
   2.26763517e+00  2.30791400e+01]
 ...
 [ 4.96234549e+02 -5.90987213e+00  6.21753146e+00 ...  3.28835171e+00
  -1.03896595e+01  4.68172381e-01]
 [ 4.93440609e+02 -1.01576114e+01  6.61354538e+00 ...  2.65836210e-01
  -8.36921970e+00  9.60054606e+00]
 [ 4.93019735e+02  5.17941444e-01  1.58475686e+01 ... -4.17607239e+00
  -4.57447074e+00  1.17503709e+01]]"
"[[ 3.95358475e+02  6.26698010e+00  5.95913115e+01 ... -1.20100591e+01
  -2.41585450e+01 -1.20621916e+01]
 [ 4.01898718e+02  1.79221613e+00  5.14465280e+01 ...  1.26486100e+01
  -4.35239414e+00 -9.01162999e+00]
 [ 4.10852608e+02  8.04344615e+00  5.44674919e+01 ... -2.85661900e+00
   2.33128459e+00 -6.40569117e+00]
 ...
 [ 4.88111828e+02 -2.76977585e+01  6.34206510e+00 ... -2.29526760e-01
  -2.35098262e+01  3.61541879e+00]
 [ 4.95956859e+02 -3.12363255e+01  3.15862835e+00 ...  5.73594738e+00
  -2.31234503e+01 -7.05358695e+00]
 [ 4.98546214e+02 -2.04254580e+01  1.98760985e+00 ...  1.03140104e+01
  -2.11953486e+01 -1.45909563e+00]]","[[ 5.23535438e+02 -5.81128115e+01  9.46482943e+00 ...  1.31863435e+01
  -1.43454343e+01 -1.29755006e+01]
 [ 5.26987682e+02 -3.72567476e+01  8.37000699e+00 ...  6.22925868e+00
  -2.46977986e+01 -1.22313696e+01]
 [ 5.53201770e+02  8.11671411e+00  1.36382076e+01 ... -3.06429135e-01
  -1.81108768e+01 -3.78264136e+00]
 ...
 [ 4.29905473e+02  1.20963669e+01  3.22862811e+01 ... -1.13263168e+01
   5.78277792e+00 -6.13710968e+00]
 [ 4.16189997e+02  4.63443915e+00  3.09354411e+01 ... -1.29898847e+01
  -6.15726723e+00 -1.11661711e+01]
 [ 4.09712182e+02 -2.62582899e+00  3.63345325e+01 ... -6.61343698e+00
   1.25685707e+00 -7.57649810e+00]]","[[ 4.46418977e+02  4.59398432e+00  3.62655189e+01 ...  1.87713599e+00
   1.68409414e+00 -2.32082576e+00]
 [ 4.28143835e+02  1.85865665e+01  4.26564444e+01 ...  1.03101210e+01
  -4.13034754e-01  1.24112642e+00]
 [ 4.25903761e+02  5.57068906e+00  3.70125641e+01 ...  1.09117600e+01
   1.14118418e+01  4.72364809e+00]
 ...
 [ 4.09254645e+02 -3.99387819e+00  4.44263775e+01 ...  7.42906199e+00
   7.73154402e+00  1.02341896e+01]
 [ 4.14683932e+02  6.97449981e+00  5.13523219e+01 ...  1.42846713e+01
  -3.77702725e+00 -7.17817022e+00]
 [ 4.04468341e+02  1.14975789e+01  4.98471165e+01 ... -4.68673473e+00
  -6.64858026e+00 -6.51078253e+00]]"
"[[ 4.41494472e+02 -1.06457817e+00  3.05914063e+01 ... -3.47083205e+00
  -1.75712483e+01  1.80699670e+00]
 [ 4.56287698e+02 -1.21925525e-01  1.69013681e+01 ...  4.61942257e+00
  -9.32159283e+00  9.28344506e-01]
 [ 4.41142364e+02 -1.24904767e+01  1.10086283e+01 ... -4.64791319e+00
  -1.01364869e+01  6.03140491e+00]
 ...
 [ 5.00094084e+02  1.76056093e+01  1.10464571e+01 ... -2.85551531e+01
  -1.43062719e+01  4.33680106e+00]
 [ 4.83824666e+02  1.17082823e+01 -4.27253321e+00 ... -2.81162859e+01
  -1.90963224e+01  2.27506919e+00]
 [ 4.62512978e+02 -1.35519025e+01 -5.89835695e+00 ...  2.99018799e+00
   1.88706580e+00  9.72764484e+00]]","[[410.64115313  10.28073746  46.80545047 ...  -3.80141145   0.52529287
    0.60585141]
 [407.50412518   8.34446937  50.9722673  ...  -8.03771505 -12.44344112
   -1.14690056]
 [400.93453213 -18.12706777  28.73959176 ...  -5.71275555  -3.72288737
    0.91419382]
 ...
 [413.63283182  11.73149861  43.49301289 ...   4.68003885   2.87517641
   -6.13778931]
 [428.78445503  14.97747084  55.49818177 ... -14.16078502 -11.27869208
    2.14576271]
 [422.68256822  13.30605176  55.31080909 ...  -6.23541929   1.80661591
    1.47189556]]","[[516.65546406 -45.31115615  19.00441118 ...   9.98189099   1.57064308
  -19.44881199]
 [475.50230982  -9.22580831  27.48983796 ...  19.35046089  15.5409559
   -5.95165058]
 [447.15719267 -10.19527083  21.29438948 ...   6.39587644  12.1943564
   -3.03173335]
 ...
 [426.35246397   2.72778732  41.23064596 ...  14.76837636   2.3887449
   11.50225217]
 [430.30068836  13.43142693  42.91983565 ...  25.81918851   8.65516195
    4.85893837]
 [417.40694306  -1.75153205  36.56024684 ...   8.27344701  10.16901646
  -10.38325958]]"
"[[ 3.97095824e+02  7.51133611e-02  4.29281644e+01 ...  5.51342605e+00
   4.35300240e+00 -2.68624090e+00]
 [ 3.98452272e+02 -9.38991986e+00  3.41052372e+01 ...  1.12119726e+01
   8.58781663e+00 -3.02119956e+00]
 [ 4.01831946e+02 -5.45359014e+00  3.21943234e+01 ... -3.83177129e+00
  -5.14680323e+00 -8.56267226e+00]
 ...
 [ 4.04225197e+02  1.34364681e-01  4.34453650e+01 ... -7.99645103e-01
   1.59528647e+01  9.70388290e+00]
 [ 4.11496400e+02  9.83047879e+00  4.71715599e+01 ...  4.67497944e-01
   7.32873162e+00  5.19103192e+00]
 [ 4.14250206e+02  8.44919953e+00  4.93611936e+01 ...  1.22859531e+01
   5.87806972e+00  7.19113021e+00]]","[[ 7.41125731e+02  1.56055024e+01 -9.69536374e+01 ... -3.28619790e+01
   3.39980769e+00 -2.44461783e+01]
 [ 7.34157741e+02  1.06145459e+01 -1.03971802e+02 ... -4.32037869e+01
   1.62265345e+00 -2.50865779e+01]
 [ 7.32737336e+02  4.21072393e+00 -1.07574091e+02 ... -4.43745324e+01
  -1.91674730e+00 -1.86180095e+01]
 ...
 [ 4.16718215e+02  8.84441086e+00  4.69645349e+01 ...  7.60534723e+00
   1.52440874e-01 -6.11696000e+00]
 [ 4.09451100e+02  4.82611045e+00  3.94821327e+01 ...  7.75424410e+00
   2.30840093e+00 -6.79634091e+00]
 [ 4.05339494e+02  7.25540340e-01  2.95399807e+01 ...  6.30029457e+00
  -1.19367168e+00 -9.60795228e+00]]","[[ 4.06304328e+02 -9.84099355e+00  3.10378474e+01 ...  1.39463029e+01
   1.49007182e+01  9.03047395e+00]
 [ 4.15468431e+02  1.24851761e+01  6.08520144e+01 ...  1.60898030e+01
   1.61732654e+01  1.00774583e+01]
 [ 4.12245398e+02  2.60391297e+00  3.76338134e+01 ...  6.20520163e+00
   4.55152274e+00 -3.21024738e+00]
 ...
 [ 4.07009379e+02 -2.21407998e+00  4.31081091e+01 ... -1.83439942e+00
   2.76986015e+00 -1.45292820e+00]
 [ 4.09095409e+02  3.45538449e+00  5.09990442e+01 ... -5.17056568e+00
   4.15309904e+00  3.06261221e-01]
 [ 4.10237509e+02 -3.86610883e+00  4.29780228e+01 ...  5.50692757e+00
   2.64704670e+00 -1.67562996e+00]]"
"[[ 4.15267147e+02  1.35530166e+01  3.11402176e+01 ... -1.38875083e+01
  -7.95375364e+00 -1.16951780e+01]
 [ 4.19497298e+02  1.21575796e+01  4.62087244e+01 ... -3.02532223e+00
   4.13514374e+00  5.12199011e+00]
 [ 4.09654062e+02  1.50529693e+01  4.64177390e+01 ... -1.81899096e+00
   3.84730563e+00 -7.62336676e+00]
 ...
 [ 4.14539193e+02  2.57047200e+01  5.87419801e+01 ...  5.95721474e+00
   1.37100029e+01  8.60832490e+00]
 [ 4.13346686e+02  2.19775575e+01  5.22751541e+01 ... -2.18676826e+00
  -3.22568939e-01  8.86350810e+00]
 [ 4.08717994e+02  2.18104431e+01  6.59965404e+01 ...  8.79422000e+00
   7.11596974e+00  7.21371243e+00]]","[[ 7.90223787e+02 -1.48905584e+01 -7.77622924e+01 ... -4.53380396e+01
  -1.42796634e+00 -5.87263479e-01]
 [ 7.68015628e+02 -1.84412100e+01 -7.14231835e+01 ... -4.67725232e+01
   2.05741221e+00  3.22205031e-02]
 [ 7.44624088e+02 -1.02373784e+01 -6.00120419e+01 ... -3.72835904e+01
  -3.95974599e-01  7.62746908e-01]
 ...
 [ 5.32018487e+02 -9.17991808e+01  6.71771731e+01 ...  7.20080806e+00
  -5.97529724e+00  4.48156421e+00]
 [ 5.31093457e+02 -8.05432126e+01  6.48058493e+01 ... -1.45741118e+01
  -1.13720584e+01  3.88093530e+00]
 [ 5.08615440e+02 -7.68385987e+01  8.01430672e+01 ... -4.35678263e+00
  -5.28652882e+00  5.08687741e+00]]","[[ 4.20872389e+02  8.24492229e+00  3.87536905e+01 ... -1.68326601e-01
  -2.95506765e+00  1.63470938e+00]
 [ 4.08411095e+02  1.68253343e+00  3.61356012e+01 ... -2.19536093e+00
  -8.69909629e+00  8.89738795e+00]
 [ 4.21244468e+02  2.26172026e+01  4.52411717e+01 ... -1.36993824e+01
  -3.81090093e+00  8.39991223e+00]
 ...
 [ 7.80808723e+02 -1.12020768e+01 -9.83817206e+01 ... -2.90996330e+01
  -1.57072120e+01  5.80550442e+00]
 [ 7.69270890e+02 -5.83476307e+00 -9.96851874e+01 ... -2.97371530e+01
  -1.40543391e+01  4.35645268e+00]
 [ 7.46080434e+02  5.13166246e+00 -9.80979237e+01 ... -3.41063975e+01
  -1.81153058e+01 -4.23550278e+00]]"
"[[437.78620923 -15.77132239  23.0907374  ...   0.63947529  -3.9778225
   -3.23188795]
 [425.16584233 -19.65529929  23.76824981 ...   4.70255662   2.31087378
    4.07402501]
 [448.13234562   4.05881057  34.40772333 ...   9.50370992   3.29618623
   -3.21704843]
 ...
 [414.06604833   8.28981494  51.7857042  ...  -4.25312356   1.742721
   -0.93716848]
 [410.76309083  10.59433645  41.40033872 ...  -3.05185263   7.64778486
    8.66026739]
 [409.60330157   5.25911558  43.80602519 ...  -9.22661053  -8.88435684
   -5.79953494]]","[[ 4.45204645e+02  8.97247169e+00  2.61138982e+01 ... -5.58528760e-01
   5.49672677e+00  2.12393799e-01]
 [ 4.37798218e+02  1.40044464e+01  3.08492606e+01 ...  7.37009972e+00
   6.83140181e+00  4.55664530e+00]
 [ 4.16781568e+02  6.93661451e+00  2.65829853e+01 ... -3.35085775e+00
   3.11612657e+00 -2.96403304e+00]
 ...
 [ 7.34918346e+02  2.44634120e+01 -7.64315762e+01 ... -3.71627240e+01
  -4.75176879e+00 -1.34540158e+01]
 [ 7.53404411e+02  3.03690477e+00 -8.88750369e+01 ... -4.12064385e+01
  -7.82035966e+00 -1.07601637e+01]
 [ 7.79071694e+02 -3.96964384e+00 -9.14450290e+01 ... -4.38420195e+01
  -9.16302303e+00 -7.54770052e+00]]","[[ 4.11891700e+02 -1.22819139e+01  3.19109153e+01 ... -5.79606853e-01
   5.14817740e+00  2.26166726e-01]
 [ 4.21902002e+02  3.33524127e+00  3.25214777e+01 ... -2.37097743e+00
   1.28918508e+00  1.22524237e+00]
 [ 4.20714190e+02  2.69992095e+00  3.85719583e+01 ...  5.93738338e+00
   9.62231177e+00  9.67504367e+00]
 ...
 [ 4.09642705e+02  3.38289671e+00  4.48099320e+01 ... -2.00658328e+00
  -7.30440062e+00 -9.56143684e+00]
 [ 4.20597168e+02  9.11187482e+00  4.83197511e+01 ...  1.13983594e+00
   7.35859438e+00 -2.93037408e+00]
 [ 4.11897325e+02  5.86490132e+00  4.15896442e+01 ...  2.10486802e+00
   4.46392738e+00 -5.86788229e+00]]"
"[[ 4.19521778e+02  1.25595221e+01  3.87042634e+01 ... -4.27723933e+00
   2.53801298e-01  3.48810895e+00]
 [ 4.26816841e+02  2.02999568e+01  5.46097911e+01 ... -3.26132349e+00
  -1.07081722e+01  7.20198148e-01]
 [ 4.19152476e+02  8.89059548e+00  5.01412338e+01 ... -1.41515591e+01
  -1.41980808e+01 -5.55168589e-01]
 ...
 [ 6.66833542e+02  5.58819946e+01 -3.99942362e+01 ... -9.57896775e+00
  -4.02415476e+00 -1.99411503e+01]
 [ 6.72677456e+02  5.65751554e+01 -4.72114577e+01 ... -4.20925840e+00
  -7.26495516e+00 -2.43876756e+01]
 [ 6.76015826e+02  5.00717767e+01 -5.05653965e+01 ... -3.72859232e+00
  -1.06625962e+01 -2.12531137e+01]]","[[412.3631479    4.30598092  39.69689873 ...   2.64781297 -10.26942089
   -9.76500861]
 [405.87187128  14.10263378  49.51937041 ...   5.59656752  -6.70108299
  -15.12545027]
 [404.44872117   3.08727814  30.13068476 ...   1.98361645 -13.66963603
   -7.0837088 ]
 ...
 [418.41453894  14.54783003  51.68660613 ...  -1.87491849   1.66728985
    2.32750721]
 [408.19697694   4.68993752  42.73025336 ...   2.87684493  -9.49922581
   -5.97612659]
 [415.32313802   6.87508919  51.9361267  ...  -3.33047767  -4.89012969
    1.01050854]]","[[ 4.23143090e+02 -1.60511121e+01  2.51895820e+01 ... -4.53483071e+00
  -7.15605286e+00 -9.80043389e+00]
 [ 4.15117289e+02  3.06959035e+00  4.29173675e+01 ...  3.22565525e+00
  -4.76400760e+00 -6.05890352e+00]
 [ 4.11343781e+02  6.05741568e+00  4.24280983e+01 ...  1.07897507e+01
   1.14569972e+01  1.71485140e+00]
 ...
 [ 4.15193139e+02  1.06721341e+01  4.95698100e+01 ... -1.00312084e+01
  -9.05181281e+00 -9.37121025e+00]
 [ 4.08516098e+02 -1.24825225e+01  3.08584565e+01 ...  4.33817698e+00
  -1.71411124e+00 -5.29794802e+00]
 [ 3.98190325e+02 -7.20410338e+00  3.63761025e+01 ... -2.41344093e+00
  -4.06307019e+00 -6.08472841e-02]]"
"[[769.78282036  26.5328273  -75.71529125 ...   2.29755961  14.21707894
  -24.600263  ]
 [764.82722888  20.63886794 -79.14169572 ...  -2.39574544   7.133056
  -21.74358729]
 [759.4850734   24.94393049 -65.38049623 ...   1.45104982   3.21456115
  -23.57637835]
 ...
 [680.95484499  57.70234591 -31.98829575 ...   5.93500734   6.29889163
  -34.27529213]
 [675.39717533  73.70218679 -25.6811849  ...  16.19207081  15.59831086
  -20.38742089]
 [657.7593749   72.4191309  -27.71275134 ...  18.42837233  14.66865912
  -19.86153459]]","[[ 4.61818329e+02  2.99088950e+01  4.77908118e+01 ... -1.43361069e+01
  -7.95287865e+00 -1.20085371e+01]
 [ 4.46307657e+02  2.04769291e+01  4.60881763e+01 ... -6.80261820e+00
  -6.90450521e+00 -1.21003532e+01]
 [ 4.50499863e+02  3.33849514e+01  4.35930516e+01 ... -1.86847124e+01
  -9.36664809e+00  2.58350769e+00]
 ...
 [ 4.30601884e+02  1.49277444e+01  2.70949109e+01 ... -4.08932466e-01
   4.24287931e-01 -1.55427248e+01]
 [ 4.41694339e+02  2.55320721e+01  2.89846277e+01 ...  3.42188922e+00
   5.37869192e+00 -1.03814177e+01]
 [ 4.38797079e+02  2.43232573e+01  4.01779190e+01 ... -3.56030188e+00
  -5.96279282e+00 -8.59272089e+00]]","[[ 4.09504518e+02  9.15673106e+00  4.94849681e+01 ...  1.48367968e+00
  -1.02006631e+00 -4.45872511e+00]
 [ 3.98989121e+02 -6.03246508e+00  4.79881440e+01 ...  1.06052631e+01
  -2.82136792e-01 -1.68421636e+01]
 [ 4.06875799e+02  2.02846117e+00  3.43549298e+01 ... -4.46120733e+00
  -7.47085607e+00 -1.13449586e+01]
 ...
 [ 4.53369583e+02  4.01842942e+00  2.98880872e+01 ...  8.31158589e+00
   1.66635485e+01 -7.19564200e-01]
 [ 4.49529811e+02 -4.91257384e+00  2.77709220e+01 ...  6.99916409e+00
  -3.37482300e+00 -1.75200885e+01]
 [ 4.18691174e+02  1.12130702e+01  5.51900931e+01 ...  3.19016122e-01
  -6.78435186e+00 -1.55684072e+01]]"
"[[ 3.97668604e+02 -4.69844030e+00  3.80272536e+01 ... -7.02484803e-01
  -6.32957732e+00 -2.78998294e+00]
 [ 4.02465125e+02  7.06577514e+00  5.24933658e+01 ... -6.33475256e-01
  -5.50581799e+00 -8.94458223e+00]
 [ 4.14779618e+02  1.00347874e+01  4.39099484e+01 ...  1.25134784e+01
   1.70146768e+00 -1.28394485e+01]
 ...
 [ 8.26025099e+02 -2.54091790e+01 -5.59147944e+01 ...  1.78556085e+00
   2.22085685e+01 -2.05136254e+01]
 [ 8.23756426e+02 -3.07752625e+01 -6.72488328e+01 ... -1.93487289e+00
   1.46880221e+01 -2.82883276e+01]
 [ 8.22845700e+02 -3.24771366e+01 -6.80671774e+01 ...  3.17702900e+00
   7.27664742e+00 -2.72633197e+01]]","[[420.93598135   8.75911795  38.99226282 ...   6.11876046   1.11888797
   -3.80995958]
 [423.16361905  11.69140226  37.90975808 ...   2.79964323  -2.4201764
   -4.93907436]
 [417.97978742   5.51093347  36.65135157 ...   5.86803296   1.2730182
   -8.0764992 ]
 ...
 [663.32026206  66.71684561 -10.12224216 ... -16.35969327  17.13006886
   10.58854607]
 [633.69847859  65.03597861   5.21755989 ... -16.98199379  22.78125729
    8.38816163]
 [605.3663409   61.77532266   6.25392132 ... -17.80012363  21.62766736
   -4.27355538]]","[[421.49379043  11.23846548  28.46895692 ...  -0.99822126  -2.91492457
    3.05469735]
 [425.92350703  16.01167164  39.342096   ...  -1.10705283  -3.00845451
    1.8248792 ]
 [418.28048308  18.96490509  48.78123095 ...   9.46020245   8.77794328
    1.62273782]
 ...
 [528.54007782  84.37841476  24.7925431  ...   8.23052581   6.99505167
   10.51352705]
 [505.81498417  75.85341637  17.03182869 ...  19.87043142  12.34747872
   17.39459517]
 [498.30643502  77.62507666  25.11902905 ...   3.31729892  14.20441464
   18.29698779]]"
"[[ 5.46145858e+02  5.65212173e+01  2.73670982e+01 ... -8.37936717e+00
  -5.68629920e+00 -5.86864584e+00]
 [ 5.10328188e+02  7.72805980e+01  3.75197862e+01 ...  3.06412205e+00
   3.38310524e+00 -1.91269983e+01]
 [ 5.03280220e+02  7.30804661e+01  4.49392286e+01 ... -5.05961551e-01
  -5.68784800e+00 -8.52187805e+00]
 ...
 [ 6.76431809e+02  1.88912785e+01  2.58109404e+01 ... -1.29535531e+01
   6.01471530e+00 -1.57269292e+01]
 [ 6.97217015e+02  2.52465602e+00  1.43143708e+01 ... -1.40322696e+01
  -2.70318229e-01 -1.63821083e+01]
 [ 7.05448653e+02 -3.72016441e+00  1.08247087e+01 ... -7.88262744e+00
   8.89520106e+00 -1.03328617e+01]]","[[ 4.15251427e+02 -2.61961879e+00  3.14713884e+01 ...  4.75814334e+00
  -4.96566573e-01 -4.30762867e+00]
 [ 4.16008425e+02  3.66970184e+00  3.67047048e+01 ...  1.10948931e+01
   6.93586021e+00  2.51294561e+00]
 [ 4.18697238e+02  1.63023351e+01  4.73874909e+01 ...  7.65013914e+00
   1.32804751e+01  7.28877608e-02]
 ...
 [ 4.28957705e+02  2.65754967e+01  4.66712966e+01 ...  1.46326662e+00
   2.47097032e+00 -4.76634580e+00]
 [ 4.21501312e+02  1.95386111e+01  5.15436719e+01 ...  1.38490138e+01
  -9.13061091e-01 -1.62885624e+01]
 [ 4.14796719e+02  7.37714309e+00  4.68362365e+01 ...  1.11863702e+01
   1.80575851e+00 -4.42067359e+00]]","[[ 4.99784607e+02  1.84031508e+00  1.51247032e+01 ...  2.14019570e+01
  -4.13790790e-01 -6.22879431e+00]
 [ 4.62884929e+02  2.66714392e+01  1.48792555e+01 ...  1.26274953e+01
   4.95150181e+00 -3.63630962e-01]
 [ 4.66876889e+02  4.07029720e+01  1.60096983e+01 ...  2.25870559e+01
   1.20728787e+01  5.67960592e+00]
 ...
 [ 4.06425229e+02  2.92575797e+00  4.62071655e+01 ...  6.35663425e+00
   1.03353293e+00  4.02279427e+00]
 [ 4.08600650e+02  1.22499842e+01  5.09188067e+01 ... -5.85193712e+00
  -5.77453256e+00 -4.04600198e+00]
 [ 4.12757635e+02  1.21779061e+01  5.17967453e+01 ... -2.03151522e-02
  -2.40566950e+00 -2.06534348e+00]]"
"[[ 1.03393625e+03 -1.31569628e+02 -4.64804450e+01 ... -9.15427151e+00
  -1.22920986e+01 -3.91733738e-01]
 [ 1.01698695e+03 -1.15296673e+02 -4.50537391e+01 ... -1.64727481e+01
  -2.57825817e+01 -1.46905671e+01]
 [ 1.02101872e+03 -1.33488375e+02 -5.22895274e+01 ...  7.35300724e+00
   6.02192717e+00  6.84588625e+00]
 ...
 [ 1.02135288e+03 -1.19113413e+02 -3.44776255e+01 ... -5.72594176e+00
  -4.98582997e+00 -4.53998338e+00]
 [ 1.02563890e+03 -1.18839422e+02 -3.99335205e+01 ...  1.63498410e+00
   5.65296220e+00 -1.95769063e+00]
 [ 1.04165072e+03 -1.19419166e+02 -4.29986089e+01 ... -6.13757691e+00
  -6.66821864e+00 -1.46851143e+01]]","[[ 4.27164835e+02  1.20623620e+01  4.62747279e+01 ...  2.23617760e+00
   4.57159752e+00 -6.68560591e-01]
 [ 4.21339123e+02  1.05951215e+01  3.29889355e+01 ...  3.52082266e+00
  -4.33277293e+00 -8.03494666e+00]
 [ 4.33513142e+02  2.19296740e+01  4.34144429e+01 ...  1.85828616e+00
  -1.33168684e+01 -9.88357919e+00]
 ...
 [ 8.38015678e+02 -2.25973432e+01 -8.78800322e+01 ...  7.54554323e+00
   2.72595753e+01 -2.14379147e+01]
 [ 8.16574123e+02 -1.52122409e+01 -8.39543917e+01 ...  1.06748895e+01
   2.14284001e+01 -2.36003028e+01]
 [ 7.96174914e+02  1.02795755e+00 -6.77616148e+01 ...  9.71250146e+00
   1.72220437e+01 -1.83706049e+01]]","[[429.49245018  -3.32746684  29.69302978 ...  16.24184286   1.8823902
    7.83567045]
 [423.55291524  20.2524119   54.28365519 ...   6.81663729   2.17833548
    3.48415765]
 [421.44857959  27.97026124  60.99971407 ...  18.50087847   4.79100213
    1.28622668]
 ...
 [494.41615358  78.01649965  29.52560872 ...   8.3167131    3.93149406
    6.13505725]
 [481.07488075  77.45807096  40.40871063 ...   4.19927872   4.79168304
   19.23814636]
 [458.47636325  55.8556213   49.01459373 ...  -6.12791305  -0.91347375
    6.84681769]]"
"[[1041.04372783 -125.93922958  -53.79977184 ...   -2.9957626
    -1.38105243   -2.29195697]
 [1029.02432466 -151.92468412  -56.76686761 ...  -21.15174243
    -7.96643697   -7.78751381]
 [1032.50932984 -148.65009969  -37.58216499 ...   -5.2170917
   -11.68502365  -17.31324243]
 ...
 [1041.56173404 -119.41690935  -29.50220833 ...  -18.77477293
    -1.88868518   -1.99512986]
 [1042.41995448 -126.14251756  -29.4487321  ...  -12.55855649
    -2.54430568   -2.08703378]
 [1039.9440659  -116.96982046  -25.67399566 ...   -7.02598731
    -9.40180513   -2.76081299]]","[[416.02621557  -0.99139141  41.4162132  ...   7.7709911   13.0301061
   11.9418105 ]
 [395.4586491   -7.02985633  37.24352531 ...  11.22107265   5.09583918
    6.91362235]
 [404.43350876  13.53810076  51.93771316 ...  15.35195089   3.5548474
    6.08721888]
 ...
 [433.68496738  16.35895558  33.80823454 ...   6.37443916  -1.18250132
   -4.88149442]
 [424.05810724  16.70947585  44.10009148 ...   9.60472015  -4.60938076
  -11.40613893]
 [451.32549051  27.90545499  17.29011495 ...  -3.99617749  -6.18220313
   -8.20434066]]","[[474.21248163  17.11480823  39.38818773 ...  11.6232187    9.62537037
    7.35460483]
 [445.06443439  37.8532287   46.56770647 ...  19.96446287  13.00122071
    3.83759815]
 [438.59046705  28.36935276  41.50927536 ...  20.11098515  10.89682434
   -0.98385907]
 ...
 [428.78484441   6.48106808  37.63507485 ...   5.43665864  -3.43616567
    1.03417823]
 [422.07848089   5.11087857  30.82235562 ...   5.50697648   7.0480196
   -3.70324531]
 [423.95766793  11.72617024  40.52197196 ...   1.99197179  -3.72311667
   -0.92420596]]"
